TITLE,ALT_WORDS,DESC_ID,DESCRIPTION
Smoke detector / smoke alarm,"detectors, alarms, carbon monoxide detector",127,"Please place this item in your Garbage Bin ensuring the lid closes or in a garbage bag (weighing less than 20 kgs/44 lbs) affixed with a City-issued garbage bag tag.  Before placing this item in your Garbage Bin, please remove the batteries for safe disposal as Household Hazardous Waste (HHW).  HHW can be taken to <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> across the city or your local <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Day</a>.  "
Chairs (metal),,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Exercise machine,"treadmill, stationary bike, rowing machine",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Fan (metal),,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Filing cabinet,,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Baseboard heater,,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Motor (small),furnace motor,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Range hood,"kitchen appliance, exhaust",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Sinks (metal or cast iron),"laundry sink, laundry tub, kitchen, bathroom, tub",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Table (metal),,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Tire rims,rim,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Wheelbarrow (metal),wheel barrow,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Refrigerator,"fridge, household appliance, bar fridge, appliances, residential bar",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Stove,"range, cooker, stove, cooking plate, cooktop, household appliance, hot plate, oven",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Washing machine,"washer, household appliance",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Dryer,"drier, clothes dryer",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Dishwasher,"dish washer, household appliance",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Dehumidifier/Humidifier,"air cleaner, electronic air cleaner, table top humidifier",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Freezer,"deep-freeze, freezer locker, frozen food locker, frigidarium, household appliances",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Rototiller,roto tiller,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Metal safe,,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Air conditioner,air conditioners,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Pump,"water pump, sewer pump, sump pump, laundry pump, heat pump, exchanger",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Drum (metal),"barrel",204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Vanity (metal),,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Microwave oven,microwaves,204,"Scrap metal is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please break down, bundle and/or tie where possible.   For safety reasons, be sure to remove doors from fridges, freezers, ovens and other large appliances. Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin."
Windshield washer fluid bottle,,205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
Cosmetic bottle,"moisturizer, perfume bottle",205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
Detergent bottle,"laundry, tide, bleach, ",205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
Squeezable food bottle,"ketchup, mayonnaise, mustard, salad dressing, barbeque sauce, soya sauce, condiments",205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
Biscuit tin,"cookie tin,tins",205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
Newspapers,"paper, Star, Globe, news, newsprint, printed paper, print, flyers, Sun",205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
Printed paper,"print, ads, junk mail, flyers, lottery tickets, fax paper",205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
Polystyrene foam packaging,"styrofoam, plastic, protective, foam trays, clam shell, hot drink cups, meat tray",205,"Please place this item in your Blue Bin.  If appropriate, please empty and rinse this item.  All recycling should fit in your Blue Bin with the lid closed.  If you have extra recycling, please keep materials until your next Blue Bin collection.   Occasionally you can place extra recycling in clear plastic bags beside the full blue bin. If you wish to exchange your Blue Bin for a larger size (at no cost), please call 311.  "
